Date,Open,High,Low,Close,Adj Close,Volume,Day
9/27/1982,4.249496,4.334486,4.164506,4.164506,2.906219,100,1543
9/28/1982,4.249496,4.419476,4.249496,4.249496,2.96553,3100,1544
9/29/1982,4.334486,4.504466,4.334486,4.334486,3.02484,700,1545
9/30/1982,4.334486,4.504466,4.334486,4.334486,3.02484,100,1546
10/1/1982,4.334486,4.504466,4.334486,4.334486,3.02484,6700,1547
10/4/1982,4.334486,4.419476,4.249496,4.249496,2.96553,1800,1548
10/5/1982,4.249496,4.419476,4.249496,4.249496,2.96553,1900,1549
10/6/1982,4.334486,4.419476,4.334486,4.334486,3.02484,500,1550
10/7/1982,4.419476,4.589456,4.419476,4.419476,3.08415,900,1551
10/8/1982,4.589456,4.759436,4.589456,4.589456,3.202772,1900,1552
10/11/1982,4.759436,4.844426,4.759436,4.759436,3.321392,3600,1553
10/12/1982,4.759436,4.759436,4.674446,4.674446,3.262082,4400,1554
10/13/1982,4.844426,4.929416,4.844426,4.844426,3.380703,9200,1555
10/14/1982,4.844426,4.844426,4.759436,4.759436,3.321392,1900,1556
10/15/1982,4.759436,4.844426,4.759436,4.759436,3.321392,1400,1557
10/18/1982,5.014406,5.184385,5.014406,5.014406,3.499326,1600,1558
10/19/1982,5.014406,5.014406,4.929416,4.929416,3.440015,7300,1559
10/20/1982,4.929416,5.099395,4.929416,4.929416,3.440015,1400,1560
10/21/1982,4.844426,4.844426,4.674446,4.674446,3.262082,9900,1561
10/22/1982,4.674446,4.929416,4.674446,4.674446,3.262082,500,1562
10/25/1982,4.589456,4.589456,4.504466,4.504466,3.143461,33600,1563
10/26/1982,4.589456,4.674446,4.589456,4.589456,3.202772,5700,1564
10/27/1982,4.589456,4.674446,4.589456,4.589456,3.202772,600,1565
10/28/1982,4.589456,4.674446,4.589456,4.589456,3.202772,7500,1566
10/29/1982,4.589456,4.674446,4.504466,4.504466,3.143461,400,1567
11/1/1982,4.589456,4.674446,4.589456,4.589456,3.202772,1800,1568
11/2/1982,4.589456,4.674446,4.589456,4.589456,3.202772,3000,1569
11/3/1982,4.759436,4.844426,4.759436,4.759436,3.321392,17800,1570
11/4/1982,4.759436,4.759436,4.674446,4.674446,3.262082,7700,1571
11/5/1982,4.674446,4.759436,4.674446,4.674446,3.262082,39100,1572
